timestamp,location,detected_type,speed,certainty,zones,time_elapsed,speed_mph,is_confident
2025-10-06 18:55:23.187,dunbarton,Car,16.43736070378718,0.6635572967404569,['Unknown'],0,16.43736070378718,True
2025-10-06 18:55:24.275,dunbarton,Car,9.655241813427432,0.7203154579391097,['Unknown'],0,9.655241813427432,True
2025-10-06 18:55:21.053,dunbarton,Person,1.8569582044530595,0.8542247545407086,['Unknown'],0,1.8569582044530595,True
2025-10-06 18:55:21.053,dunbarton,Car,0.02591697172144698,0.8590670662479183,['Unknown'],0,0.02591697172144698,True
2025-10-06 18:55:21.053,dunbarton,Car,0.0,0.8999999999999999,['Unknown'],0,0.0,True
2025-10-06 18:55:21.053,dunbarton,Car,0.0,0.9600000000000002,['Unknown'],0,0.0,True
2025-10-06 18:55:21.053,dunbarton,Car,0.0,0.7699999999999997,['Unknown'],0,0.0,True
2025-10-06 18:55:21.053,dunbarton,Car,0.0,0.9600000000000002,['Unknown'],0,0.0,True
2025-10-06 18:55:21.053,dunbarton,Car,0.0,0.9277670362946233,['Unknown'],0,0.0,True
2025-10-06 18:55:21.053,dunbarton,Car,0.0,0.7300000000000002,['Unknown'],0,0.0,True
2025-10-06 18:55:21.053,dunbarton,Car,0.0,0.7441541199887606,['Unknown'],0,0.0,True
2025-10-06 18:55:21.053,dunbarton,Car,0.0,0.9800000000000003,['Unknown'],0,0.0,True
2025-10-06 18:55:21.053,dunbarton,Car,0.0,0.9921644069890191,['Unknown'],0,0.0,True
2025-10-06 18:55:21.185,dunbarton,Car,0.0,0.7913859737653289,['Unknown'],0,0.0,True
2025-10-06 18:55:21.185,dunbarton,Car,0.0,0.9291042342548987,['Unknown'],0,0.0,True
2025-10-06 18:55:22.604,dunbarton,Car,5.307684419926699,0.7605807348266587,['Unknown'],0,5.307684419926699,True
2025-10-06 18:55:25.393,dunbarton,Truck,2.005738450129932,0.47872482269041433,['Unknown'],0,2.005738450129932,False
2025-10-06 18:55:25.587,dunbarton,Car,0.5002670970023363,0.6261378309682589,['Unknown'],0,0.5002670970023363,True
2025-10-06 18:55:25.995,dunbarton,Car,0.0,0.8148185756223493,['Unknown'],0,0.0,True
2025-10-06 18:55:28.251,dunbarton,Car,2.6345397585551917,0.3278097309745872,['Unknown'],0,2.6345397585551917,False
2025-10-06 18:55:29.060,dunbarton,Car,13.579868285714285,0.2654285714285714,['Unknown'],0,13.579868285714285,False
2025-10-06 18:55:21.053,dunbarton,Car,0.0,0.9800000000000003,['Unknown'],0,0.0,True
2025-10-06 18:55:21.053,dunbarton,Car,0.0,0.9099999999999991,['Unknown'],0,0.0,True
2025-10-06 18:55:29.458,dunbarton,Person,0.9842800000000002,0.8100000000000002,['Unknown'],0,0.9842800000000002,True
